customer_id,order_date,product_id,category_id,category_name,product_name,quantity,price,payment_method,city,review_score,gender,age,Revenue,Order Month,Order Year,Order Quarter,Age Group
98627,45681,886,30,Home & Living,Blanket,4,346.54,Bank Transfer,Taylorport,,F,25,1386.16,January,2025,Q1,19-25
32058,45439,843,10,Electronics,Tablet,3,57.32,Cash on Delivery,East Christopherfurt,3.0,M,28,171.96,May,2024,Q2,26-35
28608,45390,436,10,Electronics,Smartwatch,1,478.75,Cash on Delivery,Annaborough,3.0,M,51,478.75,April,2024,Q2,46-55
58103,45686,389,30,Home & Living,Vase,3,435.37,Cash on Delivery,Nicholasfurt,,M,18,1306.11,January,2025,Q1,0-18
25747,45734,874,30,Home & Living,Painting,4,60.76,Cash on Delivery,Amandaborough,1.0,F,64,243.04,March,2025,Q1,56-65
75314,45443,417,20,Fashion,T-shirt,1,181.56,Cash on Delivery,Shawnview,3.0,F,24,181.56,May,2024,Q2,19-25
33743,45650,405,50,Sports & Outdoors,Basketball,3,405.54,Cash on Delivery,New Jonathan,5.0,F,64,1216.62,December,2024,Q4,56-65
21731,45523,206,50,Sports & Outdoors,Tent,5,22.86,Cash on Delivery,Lake Annburgh,5.0,M,34,114.3,August,2024,Q3,26-35
66977,45734,568,20,Fashion,Dress,1,354.32,Bank Transfer,Henryborough,5.0,M,67,354.32,March,2025,Q1,65+
25952,45656,448,20,Fashion,Pants,5,287.5,Bank Transfer,Amandafort,,F,73,1437.5,December,2024,Q4,65+
80882,45715,511,10,Electronics,Smartphone,3,375.59,Credit Card,Mitchellfort,3.0,F,32,1126.77,February,2025,Q1,26-35
27123,45653,144,20,Fashion,Dress,3,162.7,Bank Transfer,Saunderston,5.0,F,18,488.1,December,2024,Q4,0-18
60144,45680,287,10,Electronics,Smartphone,4,86.23,Cash on Delivery,Marshallside,,M,65,344.92,January,2025,Q1,56-65
85940,45488,722,40,Books & Stationery,Pen,1,247.97,Bank Transfer,East Kimberlyshire,4.0,M,37,247.97,July,2024,Q3,36-45
53860,45426,490,50,Sports & Outdoors,Soccer Ball,2,179.13,Credit Card,West Thomas,2.0,F,62,358.26,May,2024,Q2,56-65
32569,45694,336,40,Books & Stationery,Eraser,2,336.89,Credit Card,Port Catherine,1.0,unknown,26,673.78,February,2025,Q1,26-35
72236,45478,959,10,Electronics,Smartphone,5,110.17,Credit Card,Lake Jessefort,5.0,F,47,550.85,July,2024,Q3,46-55
79004,45426,190,30,Home & Living,Painting,4,68.79,Bank Transfer,Sarahtown,5.0,M,50,275.16,May,2024,Q2,46-55
39329,45532,218,40,Books & Stationery,Eraser,2,354.8,Cash on Delivery,Jessicastad,4.0,F,59,709.6,August,2024,Q3,56-65
53191,45617,852,30,Home & Living,Pillow,4,204.56,Cash on Delivery,Jenniferberg,,M,30,818.24,November,2024,Q4,26-35
44035,45514,974,10,Electronics,Headphones,4,292.12,Cash on Delivery,Cassandraville,4.0,F,39,1168.48,August,2024,Q3,36-45
16865,45663,991,30,Home & Living,Pillow,3,208.47,Bank Transfer,Port Stephanie,,unknown,39,625.41,January,2025,Q1,36-45
68850,45695,484,40,Books & Stationery,Notebook,1,53.18,Credit Card,North Elizabethbury,1.0,F,58,53.18,February,2025,Q1,56-65
64425,45645,780,50,Sports & Outdoors,Soccer Ball,5,203.93,Bank Transfer,New Ronniebury,5.0,M,22,1019.65,December,2024,Q4,19-25
52324,45555,932,20,Fashion,T-shirt,2,260.14,Credit Card,New Patriciaville,4.0,M,64,520.28,September,2024,Q3,56-65
11008,45496,981,30,Home & Living,Painting,2,366.42,Cash on Delivery,Lake Emilymouth,5.0,M,58,732.84,July,2024,Q3,56-65
47725,45547,320,20,Fashion,Dress,3,106.66,Cash on Delivery,Bradleyview,,F,36,319.98,September,2024,Q3,36-45
18819,45459,775,10,Electronics,Laptop,4,476.13,Cash on Delivery,Wesleyborough,4.0,F,70,1904.52,June,2024,Q2,65+
95354,45486,394,50,Sports & Outdoors,Running Shoes,2,343.76,Cash on Delivery,Shawberg,5.0,unknown,30,687.52,July,2024,Q3,26-35
48878,45542,814,30,Home & Living,Painting,2,83.97,Credit Card,Kellymouth,4.0,F,75,167.94,September,2024,Q3,65+
44704,45713,911,30,Home & Living,Carpet,4,37.52,Cash on Delivery,Mccannfurt,,F,62,150.08,February,2025,Q1,56-65
88424,45449,535,10,Electronics,Smartphone,2,190.68,Bank Transfer,West Timothy,,F,44,381.36,June,2024,Q2,36-45
73269,45660,748,10,Electronics,Smartwatch,2,301.1,Bank Transfer,Conniebury,4.0,F,24,602.2,January,2025,Q1,19-25
38565,45593,884,10,Electronics,Tablet,5,455.43,Cash on Delivery,Nicoletown,5.0,M,50,2277.15,October,2024,Q4,46-55
33851,45609,713,40,Books & Stationery,Eraser,5,83.92,Credit Card,Mcdanielchester,4.0,F,48,419.6,November,2024,Q4,46-55
76010,45559,248,30,Home & Living,Pillow,1,257.23,Credit Card,Stevenfurt,,F,51,257.23,September,2024,Q3,46-55
75278,45719,538,40,Books & Stationery,Eraser,3,266.15,Credit Card,Javierview,3.0,unknown,59,798.45,March,2025,Q1,56-65
51458,45684,400,40,Books & Stationery,Pen,1,389.49,Cash on Delivery,Mcintyreburgh,4.0,F,19,389.49,January,2025,Q1,19-25
21004,45399,843,30,Home & Living,Pillow,5,171.55,Cash on Delivery,Lake Catherine,5.0,M,30,857.75,April,2024,Q2,26-35
50813,45686,481,50,Sports & Outdoors,Basketball,4,173.35,Cash on Delivery,East Hannah,5.0,unknown,70,693.4,January,2025,Q1,65+
51301,45664,398,30,Home & Living,Vase,5,73.19,Cash on Delivery,Henrystad,5.0,M,43,365.95,January,2025,Q1,36-45
23601,45516,468,40,Books & Stationery,Notebook,3,408.46,Cash on Delivery,East William,5.0,unknown,57,1225.38,August,2024,Q3,56-65
12469,45467,816,50,Sports & Outdoors,Soccer Ball,3,326.55,Bank Transfer,Riveraview,4.0,M,35,979.65,June,2024,Q2,26-35
77150,45575,371,30,Home & Living,Blanket,4,476.07,Bank Transfer,Anthonyside,5.0,F,69,1904.28,October,2024,Q4,65+
11829,45422,651,20,Fashion,Pants,5,85.92,Bank Transfer,Brendaton,5.0,M,41,429.6,May,2024,Q2,36-45
44470,45371,188,50,Sports & Outdoors,Tent,5,28.5,Bank Transfer,Lake Triciaburgh,5.0,F,61,142.5,March,2024,Q1,56-65
94532,45602,335,50,Sports & Outdoors,Running Shoes,4,85.58,Credit Card,Port Lisa,5.0,F,41,342.32,November,2024,Q4,36-45
55184,45452,151,20,Fashion,Skirt,5,31.41,Bank Transfer,Port Edward,5.0,M,23,157.05,June,2024,Q2,19-25
51963,45508,471,40,Books & Stationery,Eraser,3,149.61,Cash on Delivery,Lake Rachaelside,5.0,M,61,448.83,August,2024,Q3,56-65
56464,45558,361,20,Fashion,Dress,1,483.14,Bank Transfer,Jonathanport,5.0,M,44,483.14,September,2024,Q3,36-45
58911,45476,489,50,Sports & Outdoors,Running Shoes,1,236.22,Bank Transfer,Ashleyfort,5.0,F,72,236.22,July,2024,Q3,65+
92232,45379,961,40,Books & Stationery,Story Book,4,410.28,Cash on Delivery,Adamsfort,,M,33,1641.12,March,2024,Q1,26-35
67837,45690,671,40,Books & Stationery,Notebook,1,281.72,Credit Card,West Amyhaven,5.0,F,39,281.72,February,2025,Q1,36-45
23747,45519,558,10,Electronics,Headphones,1,51.1,Credit Card,Tammymouth,2.0,unknown,36,51.1,August,2024,Q3,36-45
22228,45696,789,20,Fashion,Skirt,1,54.94,Credit Card,Barryton,5.0,F,62,54.94,February,2025,Q1,56-65
89639,45490,124,10,Electronics,Tablet,4,36.1,Cash on Delivery,Pierceport,3.0,M,25,144.4,July,2024,Q3,19-25
10848,45438,281,10,Electronics,Headphones,5,120.02,Bank Transfer,Vickimouth,5.0,F,67,600.1,May,2024,Q2,65+
39860,45727,967,30,Home & Living,Blanket,1,77.42,Bank Transfer,Port Josephview,5.0,F,53,77.42,March,2025,Q1,46-55
38512,45725,976,20,Fashion,Skirt,5,229.81,Credit Card,Huntershire,5.0,M,34,1149.05,March,2025,Q1,26-35
73069,45505,171,20,Fashion,Pants,2,278.91,Cash on Delivery,Valerieview,5.0,M,38,557.82,August,2024,Q3,36-45
25229,45574,644,30,Home & Living,Blanket,2,157.56,Credit Card,Anthonybury,1.0,F,27,315.12,October,2024,Q4,26-35
32206,45578,400,50,Sports & Outdoors,Running Shoes,4,40.78,Bank Transfer,North Juliaborough,4.0,M,28,163.12,October,2024,Q4,26-35
47231,45608,802,50,Sports & Outdoors,Tent,2,128.55,Credit Card,Port Elizabeth,2.0,M,23,257.1,November,2024,Q4,19-25
97281,45633,450,30,Home & Living,Blanket,4,289.63,Credit Card,Ramirezton,5.0,M,32,1158.52,December,2024,Q4,26-35
30321,45637,665,30,Home & Living,Pillow,3,477.17,Cash on Delivery,Alvaradoview,4.0,unknown,59,1431.51,December,2024,Q4,56-65
43115,45654,144,50,Sports & Outdoors,Soccer Ball,3,201.32,Bank Transfer,New Joshua,,M,65,603.96,December,2024,Q4,56-65
12858,45459,957,30,Home & Living,Painting,3,376.19,Bank Transfer,Port Briana,5.0,M,28,1128.57,June,2024,Q2,26-35
56081,45725,502,10,Electronics,Smartwatch,5,370.24,Bank Transfer,Kennethton,,M,38,1851.2,March,2025,Q1,36-45
54630,45693,967,30,Home & Living,Blanket,4,416.89,Cash on Delivery,Port Steve,4.0,F,64,1667.56,February,2025,Q1,56-65
99272,45408,847,20,Fashion,Pants,3,40.92,Bank Transfer,South Becky,,M,66,122.76,April,2024,Q2,65+
99923,45654,145,20,Fashion,T-shirt,3,164.64,Bank Transfer,Port Thomasstad,4.0,unknown,66,493.92,December,2024,Q4,65+
29197,45469,491,50,Sports & Outdoors,Running Shoes,5,134.12,Cash on Delivery,Lake Anne,,M,49,670.6,June,2024,Q2,46-55
91976,45676,321,10,Electronics,Headphones,2,143.88,Bank Transfer,Fernandezside,4.0,M,74,287.76,January,2025,Q1,65+
69112,45455,234,40,Books & Stationery,Pen,2,176.13,Credit Card,North Heatherborough,4.0,F,29,352.26,June,2024,Q2,26-35
41492,45475,631,50,Sports & Outdoors,Yoga Mat,2,402.56,Cash on Delivery,Kathrynton,4.0,M,74,805.12,July,2024,Q3,65+
72727,45652,773,20,Fashion,Shirt,3,153.95,Credit Card,Brownland,,F,42,461.85,December,2024,Q4,36-45
35088,45518,157,30,Home & Living,Vase,5,305.28,Bank Transfer,Port Michelle,,M,50,1526.4,August,2024,Q3,46-55
67667,45610,854,40,Books & Stationery,Novel,3,366.14,Bank Transfer,Ericville,5.0,M,37,1098.42,November,2024,Q4,36-45
42238,45497,756,10,Electronics,Smartphone,4,338.88,Bank Transfer,Lake Sara,3.0,F,55,1355.52,July,2024,Q3,46-55
25852,45692,544,20,Fashion,T-shirt,3,79.96,Cash on Delivery,Jamesside,5.0,M,21,239.88,February,2025,Q1,19-25
79864,45389,825,20,Fashion,T-shirt,5,125.64,Cash on Delivery,Jennifermouth,3.0,M,36,628.2,April,2024,Q2,36-45
17044,45379,502,50,Sports & Outdoors,Soccer Ball,1,306.5,Cash on Delivery,New Mindymouth,4.0,M,47,306.5,March,2024,Q1,46-55
96947,45684,148,40,Books & Stationery,Novel,5,291.22,Cash on Delivery,Jonesport,3.0,M,35,1456.1,January,2025,Q1,26-35
63024,45650,990,30,Home & Living,Blanket,3,480.65,Credit Card,Kimberlymouth,5.0,F,73,1441.95,December,2024,Q4,65+
38096,45442,826,40,Books & Stationery,Eraser,1,67.7,Bank Transfer,Georgeville,5.0,M,58,67.7,May,2024,Q2,56-65
50848,45531,721,50,Sports & Outdoors,Yoga Mat,4,350.05,Bank Transfer,Michaelside,1.0,M,65,1400.2,August,2024,Q3,56-65
37762,45723,442,10,Electronics,Tablet,1,94.6,Cash on Delivery,New Steven,4.0,M,32,94.6,March,2025,Q1,26-35
70317,45524,151,30,Home & Living,Painting,1,357.67,Cash on Delivery,Elliottfort,4.0,F,27,357.67,August,2024,Q3,26-35
88802,45608,452,20,Fashion,Pants,2,398.91,Cash on Delivery,Sandrafurt,1.0,unknown,56,797.82,November,2024,Q4,56-65
86646,45555,279,20,Fashion,Pants,2,397.28,Credit Card,New Kelly,3.0,F,55,794.56,September,2024,Q3,46-55
84845,45427,614,40,Books & Stationery,Eraser,4,73.59,Credit Card,Mejiahaven,,M,71,294.36,May,2024,Q2,65+
29895,45399,150,40,Books & Stationery,Eraser,3,211.29,Bank Transfer,Ramirezmouth,5.0,M,47,633.87,April,2024,Q2,46-55
48604,45381,899,30,Home & Living,Pillow,5,230.49,Cash on Delivery,Port Sandra,4.0,M,36,1152.45,March,2024,Q1,36-45
54625,45678,539,50,Sports & Outdoors,Tent,3,99.16,Credit Card,West Tyler,4.0,unknown,70,297.48,January,2025,Q1,65+
10403,45415,643,10,Electronics,Smartphone,5,263.87,Bank Transfer,Lake Kimberlyburgh,,M,65,1319.35,May,2024,Q2,56-65
46059,45684,266,20,Fashion,Dress,4,474.27,Cash on Delivery,Lake Tracy,5.0,F,40,1897.08,January,2025,Q1,36-45
82793,45658,261,30,Home & Living,Blanket,4,321.18,Cash on Delivery,Ravenland,2.0,F,49,1284.72,January,2025,Q1,46-55
90952,45540,360,50,Sports & Outdoors,Tent,2,55.78,Cash on Delivery,Rachelborough,,unknown,60,111.56,September,2024,Q3,56-65
91742,45515,632,20,Fashion,Pants,1,332.78,Cash on Delivery,Brandichester,5.0,M,28,332.78,August,2024,Q3,26-35
44592,45521,909,50,Sports & Outdoors,Soccer Ball,2,414.37,Credit Card,Laurenmouth,,unknown,66,828.74,August,2024,Q3,65+
53649,45648,742,50,Sports & Outdoors,Yoga Mat,1,329.05,Cash on Delivery,Rebeccahaven,4.0,F,56,329.05,December,2024,Q4,56-65
45831,45695,685,40,Books & Stationery,Eraser,1,151.94,Bank Transfer,Sanchezside,4.0,F,74,151.94,February,2025,Q1,65+
80435,45478,681,40,Books & Stationery,Notebook,1,232.24,Cash on Delivery,Kennethfort,,M,41,232.24,July,2024,Q3,36-45
14447,45371,761,40,Books & Stationery,Pen,2,109.97,Cash on Delivery,Peterston,,F,69,219.94,March,2024,Q1,65+
32331,45680,241,30,Home & Living,Painting,2,487.93,Credit Card,Mitchellhaven,5.0,F,61,975.86,January,2025,Q1,56-65
72286,45695,702,10,Electronics,Headphones,5,128.45,Credit Card,Robinhaven,2.0,M,58,642.25,February,2025,Q1,56-65
78768,45507,880,10,Electronics,Smartphone,1,152.2,Bank Transfer,Cantumouth,5.0,M,49,152.2,August,2024,Q3,46-55
26392,45685,282,20,Fashion,Dress,1,467.54,Cash on Delivery,Port Wandashire,3.0,F,73,467.54,January,2025,Q1,65+
16669,45437,360,40,Books & Stationery,Eraser,3,238.74,Bank Transfer,Nancytown,4.0,M,34,716.22,May,2024,Q2,26-35
29275,45619,180,40,Books & Stationery,Eraser,4,234.04,Credit Card,Port Tracystad,1.0,M,68,936.16,November,2024,Q4,65+
69068,45542,220,10,Electronics,Headphones,5,252.5,Cash on Delivery,West Tamiville,5.0,M,71,1262.5,September,2024,Q3,65+
37813,45506,792,10,Electronics,Smartphone,5,221.15,Bank Transfer,Phillipsborough,5.0,F,24,1105.75,August,2024,Q3,19-25
48519,45557,954,30,Home & Living,Pillow,4,206.28,Cash on Delivery,Lewisburgh,4.0,M,67,825.12,September,2024,Q3,65+
29305,45497,596,30,Home & Living,Pillow,3,199.31,Bank Transfer,Port Taraburgh,5.0,M,23,597.93,July,2024,Q3,19-25
81394,45643,110,50,Sports & Outdoors,Tent,3,68.22,Credit Card,Cameronstad,3.0,F,52,204.66,December,2024,Q4,46-55
26545,45420,985,30,Home & Living,Carpet,2,470.08,Credit Card,Millerhaven,,F,54,940.16,May,2024,Q2,46-55
98794,45482,993,50,Sports & Outdoors,Soccer Ball,2,32.2,Credit Card,East Alexandriashire,5.0,F,57,64.4,July,2024,Q3,56-65
87690,45390,775,50,Sports & Outdoors,Running Shoes,5,82.98,Cash on Delivery,East Kristen,,unknown,41,414.9,April,2024,Q2,36-45
52213,45709,648,30,Home & Living,Blanket,1,202.55,Cash on Delivery,Lake Joseph,5.0,M,57,202.55,February,2025,Q1,56-65
49232,45476,172,30,Home & Living,Carpet,1,415.86,Cash on Delivery,Joshuaton,4.0,F,53,415.86,July,2024,Q3,46-55
79470,45728,247,40,Books & Stationery,Novel,2,190.5,Cash on Delivery,Paulborough,,M,41,381.0,March,2025,Q1,36-45
20522,45603,380,30,Home & Living,Pillow,2,302.49,Bank Transfer,Toddmouth,5.0,F,31,604.98,November,2024,Q4,26-35
56073,45414,440,50,Sports & Outdoors,Tent,4,121.5,Credit Card,Lake Jennifer,4.0,M,57,486.0,May,2024,Q2,56-65
41063,45494,890,50,Sports & Outdoors,Running Shoes,5,82.41,Cash on Delivery,South Jerry,1.0,F,27,412.05,July,2024,Q3,26-35
62699,45393,722,10,Electronics,Laptop,4,19.28,Bank Transfer,Michaelchester,4.0,M,36,77.12,April,2024,Q2,36-45
25889,45559,507,20,Fashion,Skirt,4,255.89,Cash on Delivery,West Kristinehaven,5.0,F,51,1023.56,September,2024,Q3,46-55
71237,45540,588,10,Electronics,Laptop,4,264.15,Cash on Delivery,Brentbury,3.0,F,57,1056.6,September,2024,Q3,56-65
34740,45477,111,50,Sports & Outdoors,Running Shoes,3,163.74,Credit Card,Port Jackview,4.0,F,44,491.22,July,2024,Q3,36-45
37821,45485,855,50,Sports & Outdoors,Yoga Mat,2,341.18,Cash on Delivery,Port Robertchester,5.0,F,37,682.36,July,2024,Q3,36-45
43279,45381,403,30,Home & Living,Carpet,4,247.25,Credit Card,Anthonyville,2.0,M,26,989.0,March,2024,Q1,26-35
54459,45434,676,30,Home & Living,Painting,5,355.4,Cash on Delivery,Michellebury,5.0,M,35,1777.0,May,2024,Q2,26-35
71713,45568,819,30,Home & Living,Carpet,3,467.51,Cash on Delivery,Floydchester,2.0,M,50,1402.53,October,2024,Q4,46-55
55426,45634,139,50,Sports & Outdoors,Running Shoes,5,448.92,Bank Transfer,East Josestad,5.0,unknown,69,2244.6,December,2024,Q4,65+
79928,45642,246,20,Fashion,Dress,3,30.61,Cash on Delivery,East Chris,,unknown,50,91.83,December,2024,Q4,46-55
52566,45681,799,30,Home & Living,Vase,4,114.85,Cash on Delivery,West Jessica,2.0,F,31,459.4,January,2025,Q1,26-35
49956,45674,675,30,Home & Living,Blanket,5,63.52,Cash on Delivery,Audreystad,4.0,M,24,317.6,January,2025,Q1,19-25
79476,45555,880,50,Sports & Outdoors,Basketball,4,322.59,Credit Card,North Cristianview,,M,25,1290.36,September,2024,Q3,19-25
52052,45592,247,40,Books & Stationery,Novel,3,343.78,Credit Card,North Benjaminton,,F,20,1031.34,October,2024,Q4,19-25
45326,45519,714,20,Fashion,Skirt,2,329.92,Bank Transfer,Lake Joanna,4.0,M,41,659.84,August,2024,Q3,36-45
38806,45487,665,30,Home & Living,Painting,3,149.85,Credit Card,Lake Brentfurt,5.0,M,62,449.55,July,2024,Q3,56-65
46244,45496,263,50,Sports & Outdoors,Basketball,5,272.22,Cash on Delivery,Lake Ellen,5.0,M,62,1361.1,July,2024,Q3,56-65
39858,45533,339,20,Fashion,Skirt,5,442.3,Credit Card,West Jimmystad,5.0,M,19,2211.5,August,2024,Q3,19-25
51679,45380,861,40,Books & Stationery,Pen,4,101.29,Cash on Delivery,Williamsfort,5.0,unknown,32,405.16,March,2024,Q1,26-35
10201,45579,455,10,Electronics,Smartphone,4,156.21,Cash on Delivery,Leeborough,,unknown,23,624.84,October,2024,Q4,19-25
98074,45507,463,30,Home & Living,Vase,4,494.66,Cash on Delivery,East Jason,4.0,F,47,1978.64,August,2024,Q3,46-55
82077,45549,889,20,Fashion,Shirt,1,239.33,Credit Card,Brandyborough,5.0,M,37,239.33,September,2024,Q3,36-45
20351,45442,627,40,Books & Stationery,Notebook,5,362.11,Credit Card,North Dana,5.0,F,62,1810.55,May,2024,Q2,56-65
24734,45721,674,50,Sports & Outdoors,Basketball,2,95.99,Cash on Delivery,Monicaland,5.0,F,39,191.98,March,2025,Q1,36-45
87219,45418,234,50,Sports & Outdoors,Yoga Mat,1,52.5,Cash on Delivery,Sanchezborough,,unknown,25,52.5,May,2024,Q2,19-25
20393,45716,133,40,Books & Stationery,Notebook,5,468.55,Credit Card,South Elizabethport,2.0,M,68,2342.75,February,2025,Q1,65+
84575,45598,922,30,Home & Living,Painting,4,157.95,Cash on Delivery,Perezmouth,4.0,M,68,631.8,November,2024,Q4,65+
38523,45463,383,30,Home & Living,Blanket,3,40.44,Credit Card,Rodgersfurt,4.0,M,60,121.32,June,2024,Q2,56-65
90933,45464,799,50,Sports & Outdoors,Yoga Mat,3,348.24,Cash on Delivery,North Erikbury,5.0,M,65,1044.72,June,2024,Q2,56-65
53977,45643,125,50,Sports & Outdoors,Basketball,1,117.37,Credit Card,South Taylorchester,4.0,F,43,117.37,December,2024,Q4,36-45
50771,45428,472,50,Sports & Outdoors,Yoga Mat,4,213.76,Cash on Delivery,Garciaville,5.0,F,24,855.04,May,2024,Q2,19-25
21473,45584,369,20,Fashion,Pants,2,343.37,Cash on Delivery,Aprilton,5.0,M,56,686.74,October,2024,Q4,56-65
93130,45484,233,40,Books & Stationery,Eraser,2,354.85,Credit Card,Eddiefurt,5.0,M,38,709.7,July,2024,Q3,36-45
85009,45680,260,50,Sports & Outdoors,Tent,4,109.06,Cash on Delivery,Janetfort,,M,21,436.24,January,2025,Q1,19-25
53070,45615,503,50,Sports & Outdoors,Running Shoes,5,66.96,Credit Card,Jefferyshire,5.0,F,68,334.8,November,2024,Q4,65+
36125,45449,521,50,Sports & Outdoors,Running Shoes,5,406.26,Bank Transfer,Rossview,,M,30,2031.3,June,2024,Q2,26-35
76563,45596,108,50,Sports & Outdoors,Soccer Ball,2,283.81,Cash on Delivery,Moniquemouth,5.0,F,59,567.62,October,2024,Q4,56-65
35219,45660,739,40,Books & Stationery,Notebook,4,410.06,Cash on Delivery,East Lucas,1.0,M,21,1640.24,January,2025,Q1,19-25
39825,45379,301,40,Books & Stationery,Notebook,5,353.19,Cash on Delivery,New Isaacmouth,5.0,unknown,50,1765.95,March,2024,Q1,46-55
32037,45603,897,10,Electronics,Tablet,5,25.55,Bank Transfer,South Holly,,M,42,127.75,November,2024,Q4,36-45
13595,45506,311,40,Books & Stationery,Notebook,1,496.5,Bank Transfer,East Andrew,4.0,unknown,25,496.5,August,2024,Q3,19-25
58789,45474,318,40,Books & Stationery,Pen,4,49.32,Cash on Delivery,Lauraberg,5.0,M,72,197.28,July,2024,Q3,65+
80473,45586,317,30,Home & Living,Pillow,2,97.45,Cash on Delivery,Lake Brittanyburgh,3.0,M,44,194.9,October,2024,Q4,36-45
15625,45657,852,20,Fashion,T-shirt,4,380.53,Bank Transfer,Williamsfort,4.0,F,45,1522.12,December,2024,Q4,36-45
71490,45405,364,40,Books & Stationery,Eraser,1,195.85,Credit Card,Robertton,1.0,M,45,195.85,April,2024,Q2,36-45
66073,45687,983,30,Home & Living,Blanket,2,469.33,Cash on Delivery,Andersonview,5.0,M,40,938.66,January,2025,Q1,36-45
49765,45403,389,40,Books & Stationery,Eraser,3,385.37,Credit Card,Jensenstad,1.0,M,35,1156.11,April,2024,Q2,26-35
83207,45439,530,50,Sports & Outdoors,Soccer Ball,5,228.76,Cash on Delivery,New Edwardville,5.0,M,56,1143.8,May,2024,Q2,56-65
55540,45571,424,10,Electronics,Tablet,4,225.09,Cash on Delivery,Villanuevaburgh,1.0,F,23,900.36,October,2024,Q4,19-25
15824,45651,119,10,Electronics,Laptop,2,256.91,Bank Transfer,Vincenttown,1.0,unknown,58,513.82,December,2024,Q4,56-65
96162,45547,887,50,Sports & Outdoors,Yoga Mat,5,292.96,Cash on Delivery,South Jeffreystad,5.0,M,34,1464.8,September,2024,Q3,26-35
19293,45463,633,20,Fashion,Shirt,1,118.31,Bank Transfer,Clayfort,2.0,F,33,118.31,June,2024,Q2,26-35
37972,45572,603,50,Sports & Outdoors,Basketball,4,316.74,Bank Transfer,Colemouth,4.0,M,53,1266.96,October,2024,Q4,46-55
11911,45709,572,30,Home & Living,Vase,3,395.04,Bank Transfer,Lake Tiffanyfurt,5.0,M,44,1185.12,February,2025,Q1,36-45
66566,45501,794,30,Home & Living,Vase,5,100.1,Cash on Delivery,Michaelstad,4.0,F,19,500.5,July,2024,Q3,19-25
63722,45467,614,30,Home & Living,Blanket,1,404.83,Credit Card,East Carlos,4.0,unknown,36,404.83,June,2024,Q2,36-45
28186,45429,889,50,Sports & Outdoors,Tent,1,75.71,Credit Card,Port Christopherbury,2.0,M,41,75.71,May,2024,Q2,36-45
14303,45518,332,10,Electronics,Tablet,5,425.1,Credit Card,Bakerburgh,4.0,F,51,2125.5,August,2024,Q3,46-55
49509,45522,508,10,Electronics,Headphones,1,194.81,Cash on Delivery,Phelpsstad,5.0,F,58,194.81,August,2024,Q3,56-65
24078,45625,344,20,Fashion,Shirt,5,364.91,Cash on Delivery,West Jesusville,1.0,M,71,1824.55,November,2024,Q4,65+
59338,45660,937,30,Home & Living,Painting,4,478.94,Credit Card,Josephton,1.0,M,48,1915.76,January,2025,Q1,46-55
57240,45638,426,10,Electronics,Tablet,4,458.08,Cash on Delivery,Jennachester,5.0,M,61,1832.32,December,2024,Q4,56-65
52736,45397,175,20,Fashion,Shirt,2,167.59,Bank Transfer,West Jerome,3.0,F,49,335.18,April,2024,Q2,46-55
58283,45682,787,30,Home & Living,Painting,3,138.17,Cash on Delivery,Colemanchester,5.0,F,22,414.51,January,2025,Q1,19-25
84978,45540,292,40,Books & Stationery,Notebook,1,458.02,Bank Transfer,Payneside,3.0,M,64,458.02,September,2024,Q3,56-65
45699,45691,200,20,Fashion,Pants,3,17.95,Cash on Delivery,Lake Victoriafort,5.0,F,26,53.85,February,2025,Q1,26-35
20938,45587,478,40,Books & Stationery,Notebook,1,84.68,Bank Transfer,Jordanmouth,1.0,F,40,84.68,October,2024,Q4,36-45
31412,45460,898,20,Fashion,Skirt,2,279.81,Cash on Delivery,Nguyenfort,3.0,F,61,559.62,June,2024,Q2,56-65
23743,45396,388,40,Books & Stationery,Pen,4,235.81,Cash on Delivery,Fishertown,5.0,M,43,943.24,April,2024,Q2,36-45
63051,45519,525,50,Sports & Outdoors,Running Shoes,1,100.18,Cash on Delivery,South Wesley,5.0,unknown,33,100.18,August,2024,Q3,26-35
95641,45437,887,50,Sports & Outdoors,Soccer Ball,3,421.14,Credit Card,Kruegerton,5.0,F,74,1263.42,May,2024,Q2,65+
93539,45713,907,10,Electronics,Tablet,2,77.37,Cash on Delivery,Gregoryville,1.0,F,43,154.74,February,2025,Q1,36-45
20636,45373,707,10,Electronics,Laptop,2,257.81,Bank Transfer,Parkerfurt,,F,31,515.62,March,2024,Q1,26-35
68604,45389,117,50,Sports & Outdoors,Running Shoes,2,333.05,Credit Card,North Donna,,F,45,666.1,April,2024,Q2,36-45
99015,45591,420,10,Electronics,Smartphone,5,269.41,Bank Transfer,Lake Paulastad,4.0,M,66,1347.05,October,2024,Q4,65+
46587,45469,715,50,Sports & Outdoors,Running Shoes,3,405.02,Credit Card,South Jimmyland,,M,52,1215.06,June,2024,Q2,46-55
17305,45652,914,20,Fashion,Pants,5,104.05,Cash on Delivery,Cabrerashire,2.0,M,28,520.25,December,2024,Q4,26-35
23570,45433,721,40,Books & Stationery,Novel,5,192.8,Bank Transfer,Calebmouth,4.0,M,35,964.0,May,2024,Q2,26-35
92246,45699,988,20,Fashion,Dress,3,345.18,Credit Card,Lewisburgh,5.0,F,21,1035.54,February,2025,Q1,19-25
75246,45531,643,10,Electronics,Smartphone,5,208.59,Bank Transfer,North Jessica,4.0,M,56,1042.95,August,2024,Q3,56-65
